transaction_id,processor_name,amount,currency,status,merchant_id,transaction_date,reference_number,fee
TXN_PAYPAL_20251008_0126,paypal,0.99,USD,completed,MERCH_026,2025-10-08 09:40:22.962580,REF_PAYPAL_126,0.33
TXN_PAYPAL_20251008_0132,paypal,3.49,USD,completed,MERCH_032,2025-10-08 09:40:22.962850,REF_PAYPAL_132,0.40
TXN_PAYPAL_20251008_0149,paypal,5.99,USD,completed,MERCH_049,2025-10-08 09:40:22.963641,REF_PAYPAL_149,0.47
TXN_PAYPAL_20251008_0153,paypal,14.99,USD,completed,MERCH_003,2025-10-08 09:40:44.756711,REF_PAYPAL_153,0.73
TXN_PAYPAL_20251008_0162,paypal,2499.99,USD,completed,MERCH_012,2025-10-08 09:40:44.757898,REF_PAYPAL_162,72.80
TXN_PAYPAL_20251008_0165,paypal,799.99,USD,completed,MERCH_015,2025-10-08 09:40:44.765531,REF_PAYPAL_165,23.50
TXN_PAYPAL_20251008_0168,paypal,8.99,USD,completed,MERCH_018,2025-10-08 09:40:44.765758,REF_PAYPAL_168,0.56
TXN_PAYPAL_20251008_0172,paypal,10.99,USD,completed,MERCH_022,2025-10-08 09:40:44.765889,REF_PAYPAL_172,0.62
TXN_PAYPAL_20251008_0174,paypal,14.99,USD,completed,MERCH_024,2025-10-08 09:40:44.765956,REF_PAYPAL_174,0.73
TXN_PAYPAL_20251008_0179,paypal,3.99,USD,completed,MERCH_029,2025-10-08 09:40:44.766185,REF_PAYPAL_179,0.42
TXN_PAYPAL_20251008_0181,paypal,0.79,USD,completed,MERCH_031,2025-10-08 09:40:44.766250,REF_PAYPAL_181,0.32
TXN_PAYPAL_20251008_0193,paypal,59.99,USD,completed,MERCH_043,2025-10-08 09:40:44.766715,REF_PAYPAL_193,2.04
TXN_PAYPAL_20251008_0200,paypal,9.99,USD,completed,MERCH_050,2025-10-08 09:40:44.766969,REF_PAYPAL_200,0.59
TXN_PAYPAL_20251008_0209,paypal,69.99,USD,completed,MERCH_009,2025-10-08 09:40:49.718661,REF_PAYPAL_209,2.33
TXN_PAYPAL_20251008_0211,paypal,1899.99,USD,completed,MERCH_011,2025-10-08 09:40:49.718883,REF_PAYPAL_211,55.40
TXN_PAYPAL_20251008_0214,paypal,499.99,USD,completed,MERCH_014,2025-10-08 09:40:49.719225,REF_PAYPAL_214,14.80
TXN_PAYPAL_20251008_0216,paypal,1.99,USD,completed,MERCH_016,2025-10-08 09:40:49.719382,REF_PAYPAL_216,0.36
TXN_PAYPAL_20251008_0222,paypal,10.99,USD,completed,MERCH_022,2025-10-08 09:40:49.719821,REF_PAYPAL_222,0.62
TXN_PAYPAL_20251008_0224,paypal,14.99,USD,completed,MERCH_024,2025-10-08 09:40:49.719967,REF_PAYPAL_224,0.73
TXN_PAYPAL_20251008_0234,paypal,7.99,USD,completed,MERCH_034,2025-10-08 09:40:49.727212,REF_PAYPAL_234,0.53
TXN_PAYPAL_20251008_0238,paypal,5.99,USD,completed,MERCH_038,2025-10-08 09:40:49.727446,REF_PAYPAL_238,0.47
TXN_PAYPAL_20251008_0240,paypal,3.99,USD,completed,MERCH_040,2025-10-08 09:40:49.727506,REF_PAYPAL_240,0.42
TXN_PAYPAL_20251008_0247,paypal,49.99,USD,completed,MERCH_047,2025-10-08 09:40:49.727794,REF_PAYPAL_247,1.75
TXN_PAYPAL_20251008_0248,paypal,7.99,USD,completed,MERCH_048,2025-10-08 09:40:49.727825,REF_PAYPAL_248,0.53
TXN_PAYPAL_20251008_0254,paypal,12.99,USD,completed,MERCH_004,2025-10-08 09:40:50.204320,REF_PAYPAL_254,0.68
TXN_PAYPAL_20251008_0261,paypal,1899.99,USD,completed,MERCH_011,2025-10-08 09:40:50.204552,REF_PAYPAL_261,55.40
TXN_PAYPAL_20251008_0262,paypal,2499.99,USD,completed,MERCH_012,2025-10-08 09:40:50.204585,REF_PAYPAL_262,72.80
TXN_PAYPAL_20251008_0263,paypal,299.99,USD,completed,MERCH_013,2025-10-08 09:40:50.204619,REF_PAYPAL_263,9.00
TXN_PAYPAL_20251008_0264,paypal,499.99,USD,completed,MERCH_014,2025-10-08 09:40:50.204651,REF_PAYPAL_264,14.80
TXN_PAYPAL_20251008_0271,paypal,1.49,USD,completed,MERCH_021,2025-10-08 09:40:50.204890,REF_PAYPAL_271,0.34
TXN_PAYPAL_20251008_0273,paypal,2.99,USD,completed,MERCH_023,2025-10-08 09:40:50.204957,REF_PAYPAL_273,0.39
TXN_PAYPAL_20251008_0274,paypal,14.99,USD,completed,MERCH_024,2025-10-08 09:40:50.204991,REF_PAYPAL_274,0.73
TXN_PAYPAL_20251008_0275,paypal,1.29,USD,completed,MERCH_025,2025-10-08 09:40:50.205024,REF_PAYPAL_275,0.34
TXN_PAYPAL_20251008_0276,paypal,0.99,USD,completed,MERCH_026,2025-10-08 09:40:50.205057,REF_PAYPAL_276,0.33
TXN_PAYPAL_20251008_0281,paypal,0.79,USD,completed,MERCH_031,2025-10-08 09:40:50.205217,REF_PAYPAL_281,0.32
TXN_PAYPAL_20251008_0282,paypal,3.49,USD,completed,MERCH_032,2025-10-08 09:40:50.205248,REF_PAYPAL_282,0.40
TXN_PAYPAL_20251008_0294,paypal,29.99,USD,completed,MERCH_044,2025-10-08 09:40:50.205697,REF_PAYPAL_294,1.17
TXN_PAYPAL_20251008_0296,paypal,14.99,USD,completed,MERCH_046,2025-10-08 09:40:50.205763,REF_PAYPAL_296,0.73
TXN_PAYPAL_20251008_0300,paypal,9.99,USD,completed,MERCH_050,2025-10-08 09:40:50.205890,REF_PAYPAL_300,0.59
TXN_PAYPAL_20251008_0303,paypal,14.99,USD,completed,MERCH_003,2025-10-08 09:40:50.636574,REF_PAYPAL_303,0.73
TXN_PAYPAL_20251008_0305,paypal,8.99,USD,completed,MERCH_005,2025-10-08 09:40:50.636657,REF_PAYPAL_305,0.56
TXN_PAYPAL_20251008_0320,paypal,4.99,USD,completed,MERCH_020,2025-10-08 09:40:50.637232,REF_PAYPAL_320,0.44
TXN_PAYPAL_20251008_0322,paypal,10.99,USD,completed,MERCH_022,2025-10-08 09:40:50.637422,REF_PAYPAL_322,0.62
TXN_PAYPAL_20251008_0325,paypal,1.29,USD,completed,MERCH_025,2025-10-08 09:40:50.637516,REF_PAYPAL_325,0.34
TXN_PAYPAL_20251008_0333,paypal,4.99,USD,completed,MERCH_033,2025-10-08 09:40:50.637871,REF_PAYPAL_333,0.44
TXN_PAYPAL_20251008_0338,paypal,5.99,USD,completed,MERCH_038,2025-10-08 09:40:50.638032,REF_PAYPAL_338,0.47
TXN_PAYPAL_20251008_0340,paypal,3.99,USD,completed,MERCH_040,2025-10-08 09:40:50.638091,REF_PAYPAL_340,0.42
TXN_PAYPAL_20251008_0350,paypal,9.99,USD,completed,MERCH_050,2025-10-08 09:40:50.638379,REF_PAYPAL_350,0.59
TXN_PAYPAL_20251008_0361,paypal,1899.99,USD,completed,MERCH_011,2025-10-08 09:40:52.041452,REF_PAYPAL_361,55.40
TXN_PAYPAL_20251008_0362,paypal,2499.99,USD,completed,MERCH_012,2025-10-08 09:40:52.041555,REF_PAYPAL_362,72.80
TXN_PAYPAL_20251008_0364,paypal,499.99,USD,completed,MERCH_014,2025-10-08 09:40:52.041696,REF_PAYPAL_364,14.80
TXN_PAYPAL_20251008_0372,paypal,10.99,USD,completed,MERCH_022,2025-10-08 09:40:52.042232,REF_PAYPAL_372,0.62
TXN_PAYPAL_20251008_0384,paypal,7.99,USD,completed,MERCH_034,2025-10-08 09:40:52.052487,REF_PAYPAL_384,0.53
TXN_PAYPAL_20251008_0387,paypal,1.99,USD,completed,MERCH_037,2025-10-08 09:40:52.052684,REF_PAYPAL_387,0.36
TXN_PAYPAL_20251008_0391,paypal,2.49,USD,completed,MERCH_041,2025-10-08 09:40:52.052946,REF_PAYPAL_391,0.37
TXN_PAYPAL_20251008_0398,paypal,7.99,USD,completed,MERCH_048,2025-10-08 09:40:52.053515,REF_PAYPAL_398,0.53
TXN_PAYPAL_20251008_0400,paypal,9.99,USD,completed,MERCH_050,2025-10-08 09:40:52.053649,REF_PAYPAL_400,0.59
TXN_PAYPAL_20251008_0402,paypal,19.99,USD,completed,MERCH_002,2025-10-08 09:40:52.419865,REF_PAYPAL_402,0.88
TXN_PAYPAL_20251008_0406,paypal,49.99,USD,completed,MERCH_006,2025-10-08 09:40:52.420524,REF_PAYPAL_406,1.75
TXN_PAYPAL_20251008_0407,paypal,129.99,USD,completed,MERCH_007,2025-10-08 09:40:52.420595,REF_PAYPAL_407,4.07
TXN_PAYPAL_20251008_0408,paypal,89.99,USD,completed,MERCH_008,2025-10-08 09:40:52.420660,REF_PAYPAL_408,2.91
TXN_PAYPAL_20251008_0416,paypal,1.99,USD,completed,MERCH_016,2025-10-08 09:40:52.421177,REF_PAYPAL_416,0.36
TXN_PAYPAL_20251008_0418,paypal,8.99,USD,completed,MERCH_018,2025-10-08 09:40:52.421305,REF_PAYPAL_418,0.56
TXN_PAYPAL_20251008_0420,paypal,4.99,USD,completed,MERCH_020,2025-10-08 09:40:52.421612,REF_PAYPAL_420,0.44
TXN_PAYPAL_20251008_0424,paypal,14.99,USD,completed,MERCH_024,2025-10-08 09:40:52.422019,REF_PAYPAL_424,0.73
TXN_PAYPAL_20251008_0439,paypal,1.99,USD,completed,MERCH_039,2025-10-08 09:40:52.433839,REF_PAYPAL_439,0.36
TXN_PAYPAL_20251008_0442,paypal,0.99,USD,completed,MERCH_042,2025-10-08 09:40:52.434153,REF_PAYPAL_442,0.33
TXN_PAYPAL_20251008_0452,paypal,19.99,USD,completed,MERCH_002,2025-10-08 09:40:52.895485,REF_PAYPAL_452,0.88
TXN_PAYPAL_20251008_0453,paypal,14.99,USD,completed,MERCH_003,2025-10-08 09:40:52.895571,REF_PAYPAL_453,0.73
TXN_PAYPAL_20251008_0461,paypal,1899.99,USD,completed,MERCH_011,2025-10-08 09:40:52.896151,REF_PAYPAL_461,55.40
TXN_PAYPAL_20251008_0462,paypal,2499.99,USD,completed,MERCH_012,2025-10-08 09:40:52.896222,REF_PAYPAL_462,72.80
TXN_PAYPAL_20251008_0463,paypal,299.99,USD,completed,MERCH_013,2025-10-08 09:40:52.896292,REF_PAYPAL_463,9.00
TXN_PAYPAL_20251008_0464,paypal,499.99,USD,completed,MERCH_014,2025-10-08 09:40:52.896360,REF_PAYPAL_464,14.80
TXN_PAYPAL_20251008_0478,paypal,5.49,USD,completed,MERCH_028,2025-10-08 09:40:52.897454,REF_PAYPAL_478,0.46
TXN_PAYPAL_20251008_0480,paypal,2.49,USD,completed,MERCH_030,2025-10-08 09:40:52.897591,REF_PAYPAL_480,0.37
TXN_PAYPAL_20251008_0486,paypal,19.99,USD,completed,MERCH_036,2025-10-08 09:40:52.898001,REF_PAYPAL_486,0.88
TXN_PAYPAL_20251008_0492,paypal,0.99,USD,completed,MERCH_042,2025-10-08 09:40:52.898514,REF_PAYPAL_492,0.33
TXN_PAYPAL_20251008_0494,paypal,29.99,USD,completed,MERCH_044,2025-10-08 09:40:52.898662,REF_PAYPAL_494,1.17
TXN_PAYPAL_20251008_0501,paypal,9.99,USD,completed,MERCH_001,2025-10-08 09:40:53.442437,REF_PAYPAL_501,0.59
TXN_PAYPAL_20251008_0506,paypal,49.99,USD,completed,MERCH_006,2025-10-08 09:40:53.442904,REF_PAYPAL_506,1.75
TXN_PAYPAL_20251008_0511,paypal,1899.99,USD,completed,MERCH_011,2025-10-08 09:40:53.443453,REF_PAYPAL_511,55.40
TXN_PAYPAL_20251008_0514,paypal,499.99,USD,completed,MERCH_014,2025-10-08 09:40:53.443649,REF_PAYPAL_514,14.80
TXN_PAYPAL_20251008_0515,paypal,799.99,USD,completed,MERCH_015,2025-10-08 09:40:53.443714,REF_PAYPAL_515,23.50
TXN_PAYPAL_20251008_0518,paypal,8.99,USD,completed,MERCH_018,2025-10-08 09:40:53.443925,REF_PAYPAL_518,0.56
TXN_PAYPAL_20251008_0526,paypal,0.99,USD,completed,MERCH_026,2025-10-08 09:40:53.444755,REF_PAYPAL_526,0.33
TXN_PAYPAL_20251008_0536,paypal,19.99,USD,completed,MERCH_036,2025-10-08 09:40:53.445386,REF_PAYPAL_536,0.88
TXN_PAYPAL_20251008_0540,paypal,3.99,USD,completed,MERCH_040,2025-10-08 09:40:53.445645,REF_PAYPAL_540,0.42
TXN_PAYPAL_20251008_0541,paypal,2.49,USD,completed,MERCH_041,2025-10-08 09:40:53.445707,REF_PAYPAL_541,0.37
TXN_PAYPAL_20251008_0548,paypal,7.99,USD,completed,MERCH_048,2025-10-08 09:40:53.457687,REF_PAYPAL_548,0.53
TXN_PAYPAL_20251008_0552,paypal,19.99,USD,completed,MERCH_002,2025-10-08 09:40:54.213759,REF_PAYPAL_552,0.88
TXN_PAYPAL_20251008_0565,paypal,799.99,USD,completed,MERCH_015,2025-10-08 09:40:54.215361,REF_PAYPAL_565,23.50
TXN_PAYPAL_20251008_0566,paypal,1.99,USD,completed,MERCH_016,2025-10-08 09:40:54.215442,REF_PAYPAL_566,0.36
TXN_PAYPAL_20251008_0570,paypal,4.99,USD,completed,MERCH_020,2025-10-08 09:40:54.215715,REF_PAYPAL_570,0.44
TXN_PAYPAL_20251008_0572,paypal,10.99,USD,completed,MERCH_022,2025-10-08 09:40:54.215835,REF_PAYPAL_572,0.62
TXN_PAYPAL_20251008_0584,paypal,7.99,USD,completed,MERCH_034,2025-10-08 09:40:54.217091,REF_PAYPAL_584,0.53
TXN_PAYPAL_20251008_0586,paypal,19.99,USD,completed,MERCH_036,2025-10-08 09:40:54.217251,REF_PAYPAL_586,0.88
TXN_PAYPAL_20251008_0597,paypal,49.99,USD,completed,MERCH_047,2025-10-08 09:40:54.217917,REF_PAYPAL_597,1.75
TXN_PAYPAL_20251008_0599,paypal,5.99,USD,completed,MERCH_049,2025-10-08 09:40:54.218033,REF_PAYPAL_599,0.47
TXN_PAYPAL_20251008_0602,paypal,19.99,USD,completed,MERCH_002,2025-10-08 09:40:57.757327,REF_PAYPAL_602,0.88
TXN_PAYPAL_20251008_0606,paypal,49.99,USD,completed,MERCH_006,2025-10-08 09:40:57.758052,REF_PAYPAL_606,1.75
TXN_PAYPAL_20251008_0607,paypal,129.99,USD,completed,MERCH_007,2025-10-08 09:40:57.758116,REF_PAYPAL_607,4.07
TXN_PAYPAL_20251008_0616,paypal,1.99,USD,completed,MERCH_016,2025-10-08 09:40:57.758655,REF_PAYPAL_616,0.36
TXN_PAYPAL_20251008_0622,paypal,10.99,USD,completed,MERCH_022,2025-10-08 09:40:57.759774,REF_PAYPAL_622,0.62
TXN_PAYPAL_20251008_0623,paypal,2.99,USD,completed,MERCH_023,2025-10-08 09:40:57.759915,REF_PAYPAL_623,0.39
TXN_PAYPAL_20251008_0624,paypal,14.99,USD,completed,MERCH_024,2025-10-08 09:40:57.759986,REF_PAYPAL_624,0.73
TXN_PAYPAL_20251008_0627,paypal,6.99,USD,completed,MERCH_027,2025-10-08 09:40:57.760165,REF_PAYPAL_627,0.50
TXN_PAYPAL_20251008_0633,paypal,4.99,USD,completed,MERCH_033,2025-10-08 09:40:57.760581,REF_PAYPAL_633,0.44
TXN_PAYPAL_20251008_0637,paypal,1.99,USD,completed,MERCH_037,2025-10-08 09:40:57.760842,REF_PAYPAL_637,0.36
TXN_PAYPAL_20251008_0640,paypal,3.99,USD,completed,MERCH_040,2025-10-08 09:40:57.761127,REF_PAYPAL_640,0.42
TXN_PAYPAL_20251008_0652,paypal,19.99,USD,completed,MERCH_002,2025-10-08 09:40:59.199232,REF_PAYPAL_652,0.88
TXN_PAYPAL_20251008_0654,paypal,12.99,USD,completed,MERCH_004,2025-10-08 09:40:59.200020,REF_PAYPAL_654,0.68
TXN_PAYPAL_20251008_0655,paypal,8.99,USD,completed,MERCH_005,2025-10-08 09:40:59.200316,REF_PAYPAL_655,0.56
TXN_PAYPAL_20251008_0658,paypal,89.99,USD,completed,MERCH_008,2025-10-08 09:40:59.201075,REF_PAYPAL_658,2.91
TXN_PAYPAL_20251008_0659,paypal,69.99,USD,completed,MERCH_009,2025-10-08 09:40:59.201362,REF_PAYPAL_659,2.33
TXN_PAYPAL_20251008_0664,paypal,499.99,USD,completed,MERCH_014,2025-10-08 09:40:59.202815,REF_PAYPAL_664,14.80
TXN_PAYPAL_20251008_0674,paypal,14.99,USD,completed,MERCH_024,2025-10-08 09:40:59.213814,REF_PAYPAL_674,0.73
TXN_PAYPAL_20251008_0678,paypal,5.49,USD,completed,MERCH_028,2025-10-08 09:40:59.214086,REF_PAYPAL_678,0.46
TXN_PAYPAL_20251008_0682,paypal,3.49,USD,completed,MERCH_032,2025-10-08 09:40:59.214361,REF_PAYPAL_682,0.40
TXN_PAYPAL_20251008_0691,paypal,2.49,USD,completed,MERCH_041,2025-10-08 09:40:59.215394,REF_PAYPAL_691,0.37
TXN_PAYPAL_20251008_0700,paypal,9.99,USD,completed,MERCH_050,2025-10-08 09:40:59.216005,REF_PAYPAL_700,0.59
TXN_PAYPAL_20251008_0706,paypal,49.99,USD,completed,MERCH_006,2025-10-08 09:41:00.020925,REF_PAYPAL_706,1.75
TXN_PAYPAL_20251008_0707,paypal,129.99,USD,completed,MERCH_007,2025-10-08 09:41:00.020966,REF_PAYPAL_707,4.07
TXN_PAYPAL_20251008_0709,paypal,69.99,USD,completed,MERCH_009,2025-10-08 09:41:00.021045,REF_PAYPAL_709,2.33
TXN_PAYPAL_20251008_0723,paypal,2.99,USD,completed,MERCH_023,2025-10-08 09:41:00.021810,REF_PAYPAL_723,0.39
TXN_PAYPAL_20251008_0729,paypal,3.99,USD,completed,MERCH_029,2025-10-08 09:41:00.022114,REF_PAYPAL_729,0.42
TXN_PAYPAL_20251008_0734,paypal,7.99,USD,completed,MERCH_034,2025-10-08 09:41:00.022312,REF_PAYPAL_734,0.53
TXN_PAYPAL_20251008_0749,paypal,5.99,USD,completed,MERCH_049,2025-10-08 09:41:00.023186,REF_PAYPAL_749,0.47
TXN_PAYPAL_20251008_0750,paypal,9.99,USD,completed,MERCH_050,2025-10-08 09:41:00.023229,REF_PAYPAL_750,0.59
TXN_PAYPAL_20251008_0754,paypal,12.99,USD,completed,MERCH_004,2025-10-08 09:41:00.888533,REF_PAYPAL_754,0.68
TXN_PAYPAL_20251008_0762,paypal,2499.99,USD,completed,MERCH_012,2025-10-08 09:41:00.889066,REF_PAYPAL_762,72.80
TXN_PAYPAL_20251008_0763,paypal,299.99,USD,completed,MERCH_013,2025-10-08 09:41:00.889134,REF_PAYPAL_763,9.00
TXN_PAYPAL_20251008_0766,paypal,1.99,USD,completed,MERCH_016,2025-10-08 09:41:00.889325,REF_PAYPAL_766,0.36
TXN_PAYPAL_20251008_0767,paypal,12.99,USD,completed,MERCH_017,2025-10-08 09:41:00.889387,REF_PAYPAL_767,0.68
TXN_PAYPAL_20251008_0768,paypal,8.99,USD,completed,MERCH_018,2025-10-08 09:41:00.889449,REF_PAYPAL_768,0.56
TXN_PAYPAL_20251008_0788,paypal,5.99,USD,completed,MERCH_038,2025-10-08 09:41:00.890878,REF_PAYPAL_788,0.47
TXN_PAYPAL_20251008_0799,paypal,5.99,USD,completed,MERCH_049,2025-10-08 09:41:00.891669,REF_PAYPAL_799,0.47
TXN_PAYPAL_20251008_0801,paypal,9.99,USD,completed,MERCH_001,2025-10-08 09:41:01.901106,REF_PAYPAL_801,0.59
TXN_PAYPAL_20251008_0804,paypal,12.99,USD,completed,MERCH_004,2025-10-08 09:41:01.905454,REF_PAYPAL_804,0.68
TXN_PAYPAL_20251008_0805,paypal,8.99,USD,completed,MERCH_005,2025-10-08 09:41:01.905587,REF_PAYPAL_805,0.56
TXN_PAYPAL_20251008_0810,paypal,79.99,USD,completed,MERCH_010,2025-10-08 09:41:01.906081,REF_PAYPAL_810,2.62
TXN_PAYPAL_20251008_0822,paypal,10.99,USD,completed,MERCH_022,2025-10-08 09:41:01.906748,REF_PAYPAL_822,0.62
TXN_PAYPAL_20251008_0825,paypal,1.29,USD,completed,MERCH_025,2025-10-08 09:41:01.906941,REF_PAYPAL_825,0.34
TXN_PAYPAL_20251008_0826,paypal,0.99,USD,completed,MERCH_026,2025-10-08 09:41:01.906995,REF_PAYPAL_826,0.33
TXN_PAYPAL_20251008_0830,paypal,2.49,USD,completed,MERCH_030,2025-10-08 09:41:01.907337,REF_PAYPAL_830,0.37
TXN_PAYPAL_20251008_0834,paypal,7.99,USD,completed,MERCH_034,2025-10-08 09:41:01.907599,REF_PAYPAL_834,0.53
TXN_PAYPAL_20251008_0837,paypal,1.99,USD,completed,MERCH_037,2025-10-08 09:41:01.907760,REF_PAYPAL_837,0.36
TXN_PAYPAL_20251008_0846,paypal,14.99,USD,completed,MERCH_046,2025-10-08 09:41:01.908380,REF_PAYPAL_846,0.73
TXN_PAYPAL_20251008_0852,paypal,19.99,USD,completed,MERCH_002,2025-10-08 09:41:03.130781,REF_PAYPAL_852,0.88
TXN_PAYPAL_20251008_0855,paypal,8.99,USD,completed,MERCH_005,2025-10-08 09:41:03.131455,REF_PAYPAL_855,0.56
TXN_PAYPAL_20251008_0858,paypal,89.99,USD,completed,MERCH_008,2025-10-08 09:41:03.131845,REF_PAYPAL_858,2.91
TXN_PAYPAL_20251008_0870,paypal,4.99,USD,completed,MERCH_020,2025-10-08 09:41:03.133752,REF_PAYPAL_870,0.44
TXN_PAYPAL_20251008_0873,paypal,2.99,USD,completed,MERCH_023,2025-10-08 09:41:03.134007,REF_PAYPAL_873,0.39
TXN_PAYPAL_20251008_0874,paypal,14.99,USD,completed,MERCH_024,2025-10-08 09:41:03.134090,REF_PAYPAL_874,0.73
TXN_PAYPAL_20251008_0875,paypal,1.29,USD,completed,MERCH_025,2025-10-08 09:41:03.134172,REF_PAYPAL_875,0.34
TXN_PAYPAL_20251008_0878,paypal,5.49,USD,completed,MERCH_028,2025-10-08 09:41:03.134415,REF_PAYPAL_878,0.46
TXN_PAYPAL_20251008_0883,paypal,4.99,USD,completed,MERCH_033,2025-10-08 09:41:03.135143,REF_PAYPAL_883,0.44
TXN_PAYPAL_20251008_0887,paypal,1.99,USD,completed,MERCH_037,2025-10-08 09:41:03.135503,REF_PAYPAL_887,0.36
TXN_PAYPAL_20251008_0913,paypal,299.99,USD,completed,MERCH_013,2025-10-08 09:41:04.252823,REF_PAYPAL_913,9.00
TXN_PAYPAL_20251008_0915,paypal,799.99,USD,completed,MERCH_015,2025-10-08 09:41:04.253177,REF_PAYPAL_915,23.50
TXN_PAYPAL_20251008_0925,paypal,1.29,USD,completed,MERCH_025,2025-10-08 09:41:04.254670,REF_PAYPAL_925,0.34
TXN_PAYPAL_20251008_0932,paypal,3.49,USD,completed,MERCH_032,2025-10-08 09:41:04.256307,REF_PAYPAL_932,0.40
TXN_PAYPAL_20251008_0938,paypal,5.99,USD,completed,MERCH_038,2025-10-08 09:41:04.256971,REF_PAYPAL_938,0.47
TXN_PAYPAL_20251008_0942,paypal,0.99,USD,completed,MERCH_042,2025-10-08 09:41:04.257473,REF_PAYPAL_942,0.33
TXN_PAYPAL_20251008_0961,paypal,1899.99,USD,completed,MERCH_011,2025-10-08 09:41:06.459770,REF_PAYPAL_961,55.40
TXN_PAYPAL_20251008_0962,paypal,2499.99,USD,completed,MERCH_012,2025-10-08 09:41:06.459834,REF_PAYPAL_962,72.80
TXN_PAYPAL_20251008_0966,paypal,1.99,USD,completed,MERCH_016,2025-10-08 09:41:06.460222,REF_PAYPAL_966,0.36
TXN_PAYPAL_20251008_0968,paypal,8.99,USD,completed,MERCH_018,2025-10-08 09:41:06.460476,REF_PAYPAL_968,0.56
TXN_PAYPAL_20251008_0984,paypal,7.99,USD,completed,MERCH_034,2025-10-08 09:41:06.470955,REF_PAYPAL_984,0.53
TXN_PAYPAL_20251008_0987,paypal,1.99,USD,completed,MERCH_037,2025-10-08 09:41:06.471319,REF_PAYPAL_987,0.36
TXN_PAYPAL_20251008_0998,paypal,7.99,USD,completed,MERCH_048,2025-10-08 09:41:06.472357,REF_PAYPAL_998,0.53
TXN_PAYPAL_20251008_0999,paypal,5.99,USD,completed,MERCH_049,2025-10-08 09:41:06.472462,REF_PAYPAL_999,0.47
