transaction_id,processor_name,amount,currency,status,merchant_id,transaction_date,reference_number,fee
TXN_STRIPE_20251009_0287,stripe,1.99,USD,completed,MERCH_037,2025-10-09 13:15:16.382142,REF_STRIPE_287,0.36
TXN_STRIPE_20251009_0291,stripe,2.49,USD,completed,MERCH_041,2025-10-09 13:15:16.382390,REF_STRIPE_291,0.37
TXN_STRIPE_20251009_0302,stripe,19.99,USD,completed,MERCH_002,2025-10-09 13:15:16.689427,REF_STRIPE_302,0.88
TXN_STRIPE_20251009_0310,stripe,79.99,USD,completed,MERCH_010,2025-10-09 13:15:16.690360,REF_STRIPE_310,2.62
TXN_STRIPE_20251009_0336,stripe,19.99,USD,completed,MERCH_036,2025-10-09 13:15:16.701459,REF_STRIPE_336,0.88
TXN_STRIPE_20251009_0338,stripe,5.99,USD,completed,MERCH_038,2025-10-09 13:15:16.701801,REF_STRIPE_338,0.47
TXN_STRIPE_20251009_0346,stripe,14.99,USD,completed,MERCH_046,2025-10-09 13:15:16.702348,REF_STRIPE_346,0.73
TXN_STRIPE_20251009_0351,stripe,9.99,USD,completed,MERCH_001,2025-10-09 13:15:17.069029,REF_STRIPE_351,0.59
TXN_STRIPE_20251009_0401,stripe,9.99,USD,completed,MERCH_001,2025-10-09 13:15:17.397864,REF_STRIPE_401,0.59
TXN_STRIPE_20251009_0408,stripe,89.99,USD,completed,MERCH_008,2025-10-09 13:15:17.401589,REF_STRIPE_408,2.91
TXN_STRIPE_20251009_0415,stripe,799.99,USD,completed,MERCH_015,2025-10-09 13:15:17.402528,REF_STRIPE_415,23.50
TXN_STRIPE_20251009_0420,stripe,4.99,USD,completed,MERCH_020,2025-10-09 13:15:17.403080,REF_STRIPE_420,0.44
TXN_STRIPE_20251009_0426,stripe,0.99,USD,completed,MERCH_026,2025-10-09 13:15:17.403731,REF_STRIPE_426,0.33
TXN_STRIPE_20251009_0429,stripe,3.99,USD,completed,MERCH_029,2025-10-09 13:15:17.403947,REF_STRIPE_429,0.42
TXN_STRIPE_20251009_0437,stripe,1.99,USD,completed,MERCH_037,2025-10-09 13:15:17.404644,REF_STRIPE_437,0.36
TXN_STRIPE_20251009_0447,stripe,49.99,USD,completed,MERCH_047,2025-10-09 13:15:17.405669,REF_STRIPE_447,1.75
TXN_STRIPE_20251009_0465,stripe,799.99,USD,completed,MERCH_015,2025-10-09 13:15:17.798520,REF_STRIPE_465,23.50
TXN_STRIPE_20251009_0481,stripe,0.79,USD,completed,MERCH_031,2025-10-09 13:15:17.799815,REF_STRIPE_481,0.32
TXN_STRIPE_20251009_0489,stripe,1.99,USD,completed,MERCH_039,2025-10-09 13:15:17.800399,REF_STRIPE_489,0.36
TXN_STRIPE_20251009_0498,stripe,7.99,USD,completed,MERCH_048,2025-10-09 13:15:17.801216,REF_STRIPE_498,0.53
TXN_STRIPE_20251009_0519,stripe,9.99,USD,completed,MERCH_019,2025-10-09 13:15:18.176192,REF_STRIPE_519,0.59
TXN_STRIPE_20251009_0525,stripe,1.29,USD,completed,MERCH_025,2025-10-09 13:15:18.176789,REF_STRIPE_525,0.34
TXN_STRIPE_20251009_0532,stripe,3.49,USD,completed,MERCH_032,2025-10-09 13:15:18.177551,REF_STRIPE_532,0.40
TXN_STRIPE_20251009_0544,stripe,29.99,USD,completed,MERCH_044,2025-10-09 13:15:18.178682,REF_STRIPE_544,1.17
TXN_STRIPE_20251009_0549,stripe,5.99,USD,completed,MERCH_049,2025-10-09 13:15:18.179468,REF_STRIPE_549,0.47
TXN_STRIPE_20251009_0553,stripe,14.99,USD,completed,MERCH_003,2025-10-09 13:15:18.522725,REF_STRIPE_553,0.73
TXN_STRIPE_20251009_0555,stripe,8.99,USD,completed,MERCH_005,2025-10-09 13:15:18.523660,REF_STRIPE_555,0.56
TXN_STRIPE_20251009_0560,stripe,79.99,USD,completed,MERCH_010,2025-10-09 13:15:18.524064,REF_STRIPE_560,2.62
TXN_STRIPE_20251009_0561,stripe,1899.99,USD,completed,MERCH_011,2025-10-09 13:15:18.524137,REF_STRIPE_561,55.40
TXN_STRIPE_20251009_0572,stripe,10.99,USD,completed,MERCH_022,2025-10-09 13:15:18.525354,REF_STRIPE_572,0.62
TXN_STRIPE_20251009_0586,stripe,19.99,USD,completed,MERCH_036,2025-10-09 13:15:18.527045,REF_STRIPE_586,0.88
TXN_STRIPE_20251009_0604,stripe,12.99,USD,completed,MERCH_004,2025-10-09 13:15:18.907827,REF_STRIPE_604,0.68
TXN_STRIPE_20251009_0609,stripe,69.99,USD,completed,MERCH_009,2025-10-09 13:15:18.908321,REF_STRIPE_609,2.33
TXN_STRIPE_20251009_0613,stripe,299.99,USD,completed,MERCH_013,2025-10-09 13:15:18.908642,REF_STRIPE_613,9.00
TXN_STRIPE_20251009_0626,stripe,0.99,USD,completed,MERCH_026,2025-10-09 13:15:18.911302,REF_STRIPE_626,0.33
TXN_STRIPE_20251009_0647,stripe,49.99,USD,completed,MERCH_047,2025-10-09 13:15:18.963215,REF_STRIPE_647,1.75
TXN_STRIPE_20251009_0656,stripe,49.99,USD,completed,MERCH_006,2025-10-09 13:15:19.275486,REF_STRIPE_656,1.75
TXN_STRIPE_20251009_0673,stripe,2.99,USD,completed,MERCH_023,2025-10-09 13:15:19.276988,REF_STRIPE_673,0.39
TXN_STRIPE_20251009_0708,stripe,89.99,USD,completed,MERCH_008,2025-10-09 13:15:19.610516,REF_STRIPE_708,2.91
TXN_STRIPE_20251009_0714,stripe,499.99,USD,completed,MERCH_014,2025-10-09 13:15:19.611048,REF_STRIPE_714,14.80
TXN_STRIPE_20251009_0715,stripe,799.99,USD,completed,MERCH_015,2025-10-09 13:15:19.611119,REF_STRIPE_715,23.50
TXN_STRIPE_20251009_0727,stripe,6.99,USD,completed,MERCH_027,2025-10-09 13:15:19.622266,REF_STRIPE_727,0.50
TXN_STRIPE_20251009_0747,stripe,49.99,USD,completed,MERCH_047,2025-10-09 13:15:19.624030,REF_STRIPE_747,1.75
TXN_STRIPE_20251009_0750,stripe,9.99,USD,completed,MERCH_050,2025-10-09 13:15:19.624233,REF_STRIPE_750,0.59
TXN_STRIPE_20251009_0763,stripe,299.99,USD,completed,MERCH_013,2025-10-09 13:15:19.975020,REF_STRIPE_763,9.00
TXN_STRIPE_20251009_0780,stripe,2.49,USD,completed,MERCH_030,2025-10-09 13:15:19.976787,REF_STRIPE_780,0.37
TXN_STRIPE_20251009_0787,stripe,1.99,USD,completed,MERCH_037,2025-10-09 13:15:19.977528,REF_STRIPE_787,0.36
TXN_STRIPE_20251009_0790,stripe,3.99,USD,completed,MERCH_040,2025-10-09 13:15:19.977820,REF_STRIPE_790,0.42
TXN_STRIPE_20251009_0795,stripe,39.99,USD,completed,MERCH_045,2025-10-09 13:15:19.988309,REF_STRIPE_795,1.46
TXN_STRIPE_20251009_0803,stripe,14.99,USD,completed,MERCH_003,2025-10-09 13:15:20.326113,REF_STRIPE_803,0.73
TXN_STRIPE_20251009_0826,stripe,0.99,USD,completed,MERCH_026,2025-10-09 13:15:20.328248,REF_STRIPE_826,0.33
TXN_STRIPE_20251009_0834,stripe,7.99,USD,completed,MERCH_034,2025-10-09 13:15:20.328912,REF_STRIPE_834,0.53
TXN_STRIPE_20251009_0844,stripe,29.99,USD,completed,MERCH_044,2025-10-09 13:15:20.329834,REF_STRIPE_844,1.17
TXN_STRIPE_20251009_0852,stripe,19.99,USD,completed,MERCH_002,2025-10-09 13:15:20.629268,REF_STRIPE_852,0.88
TXN_STRIPE_20251009_0872,stripe,10.99,USD,completed,MERCH_022,2025-10-09 13:15:20.631331,REF_STRIPE_872,0.62
TXN_STRIPE_20251009_0873,stripe,2.99,USD,completed,MERCH_023,2025-10-09 13:15:20.631408,REF_STRIPE_873,0.39
TXN_STRIPE_20251009_0877,stripe,6.99,USD,completed,MERCH_027,2025-10-09 13:15:20.632152,REF_STRIPE_877,0.50
TXN_STRIPE_20251009_0883,stripe,4.99,USD,completed,MERCH_033,2025-10-09 13:15:20.632777,REF_STRIPE_883,0.44
TXN_STRIPE_20251009_0886,stripe,19.99,USD,completed,MERCH_036,2025-10-09 13:15:20.633491,REF_STRIPE_886,0.88
TXN_STRIPE_20251009_0887,stripe,1.99,USD,completed,MERCH_037,2025-10-09 13:15:20.633637,REF_STRIPE_887,0.36
TXN_STRIPE_20251009_0890,stripe,3.99,USD,completed,MERCH_040,2025-10-09 13:15:20.634065,REF_STRIPE_890,0.42
TXN_STRIPE_20251009_0941,stripe,2.49,USD,completed,MERCH_041,2025-10-09 13:15:20.950020,REF_STRIPE_941,0.37
TXN_STRIPE_20251009_0964,stripe,499.99,USD,completed,MERCH_014,2025-10-09 13:15:21.257339,REF_STRIPE_964,14.80
TXN_STRIPE_20251009_0972,stripe,10.99,USD,completed,MERCH_022,2025-10-09 13:15:21.258554,REF_STRIPE_972,0.62
TXN_STRIPE_20251009_0973,stripe,2.99,USD,completed,MERCH_023,2025-10-09 13:15:21.258742,REF_STRIPE_973,0.39
TXN_STRIPE_20251009_0984,stripe,7.99,USD,completed,MERCH_034,2025-10-09 13:15:21.260026,REF_STRIPE_984,0.53
TXN_STRIPE_20251009_0991,stripe,2.49,USD,completed,MERCH_041,2025-10-09 13:15:21.260843,REF_STRIPE_991,0.37
TXN_STRIPE_20251009_1002,stripe,19.99,USD,completed,MERCH_002,2025-10-09 13:15:21.586014,REF_STRIPE_1002,0.88
TXN_STRIPE_20251009_1009,stripe,69.99,USD,completed,MERCH_009,2025-10-09 13:15:21.586636,REF_STRIPE_1009,2.33
TXN_STRIPE_20251009_1010,stripe,79.99,USD,completed,MERCH_010,2025-10-09 13:15:21.586703,REF_STRIPE_1010,2.62
TXN_STRIPE_20251009_1015,stripe,799.99,USD,completed,MERCH_015,2025-10-09 13:15:21.587221,REF_STRIPE_1015,23.50
TXN_STRIPE_20251009_1022,stripe,10.99,USD,completed,MERCH_022,2025-10-09 13:15:21.587792,REF_STRIPE_1022,0.62
TXN_STRIPE_20251009_1025,stripe,1.29,USD,completed,MERCH_025,2025-10-09 13:15:21.587987,REF_STRIPE_1025,0.34
TXN_STRIPE_20251009_1029,stripe,3.99,USD,completed,MERCH_029,2025-10-09 13:15:21.588250,REF_STRIPE_1029,0.42
TXN_STRIPE_20251009_1036,stripe,19.99,USD,completed,MERCH_036,2025-10-09 13:15:21.588879,REF_STRIPE_1036,0.88
TXN_STRIPE_20251009_1052,stripe,19.99,USD,completed,MERCH_002,2025-10-09 13:15:21.910948,REF_STRIPE_1052,0.88
TXN_STRIPE_20251009_1054,stripe,12.99,USD,completed,MERCH_004,2025-10-09 13:15:21.911107,REF_STRIPE_1054,0.68
TXN_STRIPE_20251009_1063,stripe,299.99,USD,completed,MERCH_013,2025-10-09 13:15:21.911831,REF_STRIPE_1063,9.00
TXN_STRIPE_20251009_1072,stripe,10.99,USD,completed,MERCH_022,2025-10-09 13:15:21.912661,REF_STRIPE_1072,0.62
TXN_STRIPE_20251009_1076,stripe,0.99,USD,completed,MERCH_026,2025-10-09 13:15:21.921296,REF_STRIPE_1076,0.33
TXN_STRIPE_20251009_1079,stripe,3.99,USD,completed,MERCH_029,2025-10-09 13:15:21.921658,REF_STRIPE_1079,0.42
TXN_STRIPE_20251009_1086,stripe,19.99,USD,completed,MERCH_036,2025-10-09 13:15:21.922442,REF_STRIPE_1086,0.88
TXN_STRIPE_20251009_1094,stripe,29.99,USD,completed,MERCH_044,2025-10-09 13:15:21.923380,REF_STRIPE_1094,1.17
TXN_STRIPE_20251009_1099,stripe,5.99,USD,completed,MERCH_049,2025-10-09 13:15:21.924040,REF_STRIPE_1099,0.47
TXN_STRIPE_20251009_1100,stripe,9.99,USD,completed,MERCH_050,2025-10-09 13:15:21.924110,REF_STRIPE_1100,0.59
TXN_STRIPE_20251009_1101,stripe,9.99,USD,completed,MERCH_001,2025-10-09 13:15:22.260966,REF_STRIPE_1101,0.59
TXN_STRIPE_20251009_1104,stripe,12.99,USD,completed,MERCH_004,2025-10-09 13:15:22.261426,REF_STRIPE_1104,0.68
TXN_STRIPE_20251009_1118,stripe,8.99,USD,completed,MERCH_018,2025-10-09 13:15:22.262801,REF_STRIPE_1118,0.56
TXN_STRIPE_20251009_1135,stripe,2.29,USD,completed,MERCH_035,2025-10-09 13:15:22.274849,REF_STRIPE_1135,0.37
TXN_STRIPE_20251009_1148,stripe,7.99,USD,completed,MERCH_048,2025-10-09 13:15:22.275894,REF_STRIPE_1148,0.53
TXN_STRIPE_20251009_1149,stripe,5.99,USD,completed,MERCH_049,2025-10-09 13:15:22.276013,REF_STRIPE_1149,0.47
TXN_STRIPE_20251009_1158,stripe,89.99,USD,completed,MERCH_008,2025-10-09 13:15:22.614980,REF_STRIPE_1158,2.91
TXN_STRIPE_20251009_1164,stripe,499.99,USD,completed,MERCH_014,2025-10-09 13:15:22.615483,REF_STRIPE_1164,14.80
TXN_STRIPE_20251009_1167,stripe,12.99,USD,completed,MERCH_017,2025-10-09 13:15:22.615727,REF_STRIPE_1167,0.68
TXN_STRIPE_20251009_1174,stripe,14.99,USD,completed,MERCH_024,2025-10-09 13:15:22.616312,REF_STRIPE_1174,0.73
TXN_STRIPE_20251009_1181,stripe,0.79,USD,completed,MERCH_031,2025-10-09 13:15:22.627058,REF_STRIPE_1181,0.32
TXN_STRIPE_20251009_1183,stripe,4.99,USD,completed,MERCH_033,2025-10-09 13:15:22.627265,REF_STRIPE_1183,0.44
TXN_STRIPE_20251009_1190,stripe,3.99,USD,completed,MERCH_040,2025-10-09 13:15:22.627967,REF_STRIPE_1190,0.42
TXN_STRIPE_20251009_1199,stripe,5.99,USD,completed,MERCH_049,2025-10-09 13:15:22.628714,REF_STRIPE_1199,0.47
TXN_STRIPE_20251009_1231,stripe,0.79,USD,completed,MERCH_031,2025-10-09 13:15:23.013005,REF_STRIPE_1231,0.32
TXN_STRIPE_20251009_1245,stripe,39.99,USD,completed,MERCH_045,2025-10-09 13:15:23.014428,REF_STRIPE_1245,1.46
TXN_STRIPE_20251009_1256,stripe,49.99,USD,completed,MERCH_006,2025-10-09 13:15:23.323930,REF_STRIPE_1256,1.75
TXN_STRIPE_20251009_1281,stripe,0.79,USD,completed,MERCH_031,2025-10-09 13:15:23.326857,REF_STRIPE_1281,0.32
TXN_STRIPE_20251009_1298,stripe,7.99,USD,completed,MERCH_048,2025-10-09 13:15:23.338027,REF_STRIPE_1298,0.53
TXN_STRIPE_20251009_1307,stripe,129.99,USD,completed,MERCH_007,2025-10-09 13:15:23.718471,REF_STRIPE_1307,4.07
TXN_STRIPE_20251009_1340,stripe,3.99,USD,completed,MERCH_040,2025-10-09 13:15:23.721139,REF_STRIPE_1340,0.42
TXN_STRIPE_20251009_1346,stripe,14.99,USD,completed,MERCH_046,2025-10-09 13:15:23.722033,REF_STRIPE_1346,0.73
TXN_STRIPE_20251009_1351,stripe,9.99,USD,completed,MERCH_001,2025-10-09 13:15:24.118949,REF_STRIPE_1351,0.59
TXN_STRIPE_20251009_1354,stripe,12.99,USD,completed,MERCH_004,2025-10-09 13:15:24.120448,REF_STRIPE_1354,0.68
TXN_STRIPE_20251009_1360,stripe,79.99,USD,completed,MERCH_010,2025-10-09 13:15:24.121296,REF_STRIPE_1360,2.62
TXN_STRIPE_20251009_1390,stripe,3.99,USD,completed,MERCH_040,2025-10-09 13:15:24.134135,REF_STRIPE_1390,0.42
TXN_STRIPE_20251009_1398,stripe,7.99,USD,completed,MERCH_048,2025-10-09 13:15:24.134896,REF_STRIPE_1398,0.53
TXN_STRIPE_20251009_1404,stripe,12.99,USD,completed,MERCH_004,2025-10-09 13:15:24.469659,REF_STRIPE_1404,0.68
TXN_STRIPE_20251009_1428,stripe,5.49,USD,completed,MERCH_028,2025-10-09 13:15:24.500057,REF_STRIPE_1428,0.46
TXN_STRIPE_20251009_1440,stripe,3.99,USD,completed,MERCH_040,2025-10-09 13:15:24.510156,REF_STRIPE_1440,0.42
TXN_STRIPE_20251009_1441,stripe,2.49,USD,completed,MERCH_041,2025-10-09 13:15:24.510333,REF_STRIPE_1441,0.37
TXN_STRIPE_20251009_1444,stripe,29.99,USD,completed,MERCH_044,2025-10-09 13:15:24.510831,REF_STRIPE_1444,1.17
TXN_STRIPE_20251009_1449,stripe,5.99,USD,completed,MERCH_049,2025-10-09 13:15:24.511413,REF_STRIPE_1449,0.47
TXN_STRIPE_20251009_1452,stripe,19.99,USD,completed,MERCH_002,2025-10-09 13:15:25.002414,REF_STRIPE_1452,0.88
TXN_STRIPE_20251009_1462,stripe,2499.99,USD,completed,MERCH_012,2025-10-09 13:15:25.003281,REF_STRIPE_1462,72.80
TXN_STRIPE_20251009_1467,stripe,12.99,USD,completed,MERCH_017,2025-10-09 13:15:25.003695,REF_STRIPE_1467,0.68
TXN_STRIPE_20251009_1483,stripe,4.99,USD,completed,MERCH_033,2025-10-09 13:15:25.005168,REF_STRIPE_1483,0.44
TXN_STRIPE_20251009_1487,stripe,1.99,USD,completed,MERCH_037,2025-10-09 13:15:25.005491,REF_STRIPE_1487,0.36
TXN_STRIPE_20251009_1491,stripe,2.49,USD,completed,MERCH_041,2025-10-09 13:15:25.005901,REF_STRIPE_1491,0.37
TXN_STRIPE_20251009_1508,stripe,89.99,USD,completed,MERCH_008,2025-10-09 13:15:25.343876,REF_STRIPE_1508,2.91
TXN_STRIPE_20251009_1537,stripe,1.99,USD,completed,MERCH_037,2025-10-09 13:15:25.356516,REF_STRIPE_1537,0.36
TXN_STRIPE_20251009_1543,stripe,59.99,USD,completed,MERCH_043,2025-10-09 13:15:25.357045,REF_STRIPE_1543,2.04
TXN_STRIPE_20251009_1544,stripe,29.99,USD,completed,MERCH_044,2025-10-09 13:15:25.357115,REF_STRIPE_1544,1.17
TXN_STRIPE_20251009_1547,stripe,49.99,USD,completed,MERCH_047,2025-10-09 13:15:25.357327,REF_STRIPE_1547,1.75
TXN_STRIPE_20251009_1559,stripe,69.99,USD,completed,MERCH_009,2025-10-09 13:15:25.680615,REF_STRIPE_1559,2.33
TXN_STRIPE_20251009_1561,stripe,1899.99,USD,completed,MERCH_011,2025-10-09 13:15:25.680784,REF_STRIPE_1561,55.40
TXN_STRIPE_20251009_1584,stripe,7.99,USD,completed,MERCH_034,2025-10-09 13:15:25.693489,REF_STRIPE_1584,0.53
TXN_STRIPE_20251009_1586,stripe,19.99,USD,completed,MERCH_036,2025-10-09 13:15:25.693867,REF_STRIPE_1586,0.88
TXN_STRIPE_20251009_1587,stripe,1.99,USD,completed,MERCH_037,2025-10-09 13:15:25.693942,REF_STRIPE_1587,0.36
TXN_STRIPE_20251009_1608,stripe,89.99,USD,completed,MERCH_008,2025-10-09 13:15:26.079445,REF_STRIPE_1608,2.91
TXN_STRIPE_20251009_1621,stripe,1.49,USD,completed,MERCH_021,2025-10-09 13:15:26.090591,REF_STRIPE_1621,0.34
TXN_STRIPE_20251009_1627,stripe,6.99,USD,completed,MERCH_027,2025-10-09 13:15:26.091018,REF_STRIPE_1627,0.50
TXN_STRIPE_20251009_1659,stripe,69.99,USD,completed,MERCH_009,2025-10-09 13:15:26.408134,REF_STRIPE_1659,2.33
TXN_STRIPE_20251009_1663,stripe,299.99,USD,completed,MERCH_013,2025-10-09 13:15:26.408542,REF_STRIPE_1663,9.00
TXN_STRIPE_20251009_1667,stripe,12.99,USD,completed,MERCH_017,2025-10-09 13:15:26.408828,REF_STRIPE_1667,0.68
TXN_STRIPE_20251009_1670,stripe,4.99,USD,completed,MERCH_020,2025-10-09 13:15:26.409096,REF_STRIPE_1670,0.44
TXN_STRIPE_20251009_1681,stripe,0.79,USD,completed,MERCH_031,2025-10-09 13:15:26.410906,REF_STRIPE_1681,0.32
TXN_STRIPE_20251009_1718,stripe,8.99,USD,completed,MERCH_018,2025-10-09 13:15:26.775662,REF_STRIPE_1718,0.56
TXN_STRIPE_20251009_1722,stripe,10.99,USD,completed,MERCH_022,2025-10-09 13:15:26.776033,REF_STRIPE_1722,0.62
TXN_STRIPE_20251009_1727,stripe,6.99,USD,completed,MERCH_027,2025-10-09 13:15:26.776336,REF_STRIPE_1727,0.50
TXN_STRIPE_20251009_1744,stripe,29.99,USD,completed,MERCH_044,2025-10-09 13:15:26.777493,REF_STRIPE_1744,1.17
TXN_STRIPE_20251009_1745,stripe,39.99,USD,completed,MERCH_045,2025-10-09 13:15:26.777593,REF_STRIPE_1745,1.46
TXN_STRIPE_20251009_1774,stripe,14.99,USD,completed,MERCH_024,2025-10-09 13:15:27.176321,REF_STRIPE_1774,0.73
TXN_STRIPE_20251009_1787,stripe,1.99,USD,completed,MERCH_037,2025-10-09 13:15:27.177369,REF_STRIPE_1787,0.36
TXN_STRIPE_20251009_1799,stripe,5.99,USD,completed,MERCH_049,2025-10-09 13:15:27.178875,REF_STRIPE_1799,0.47
TXN_STRIPE_20251009_1802,stripe,19.99,USD,completed,MERCH_002,2025-10-09 13:15:27.579733,REF_STRIPE_1802,0.88
TXN_STRIPE_20251009_1806,stripe,49.99,USD,completed,MERCH_006,2025-10-09 13:15:27.580263,REF_STRIPE_1806,1.75
TXN_STRIPE_20251009_1807,stripe,129.99,USD,completed,MERCH_007,2025-10-09 13:15:27.580383,REF_STRIPE_1807,4.07
TXN_STRIPE_20251009_1820,stripe,4.99,USD,completed,MERCH_020,2025-10-09 13:15:27.581395,REF_STRIPE_1820,0.44
TXN_STRIPE_20251009_1821,stripe,1.49,USD,completed,MERCH_021,2025-10-09 13:15:27.581464,REF_STRIPE_1821,0.34
TXN_STRIPE_20251009_1822,stripe,10.99,USD,completed,MERCH_022,2025-10-09 13:15:27.581659,REF_STRIPE_1822,0.62
TXN_STRIPE_20251009_1835,stripe,2.29,USD,completed,MERCH_035,2025-10-09 13:15:27.592620,REF_STRIPE_1835,0.37
TXN_STRIPE_20251009_1840,stripe,3.99,USD,completed,MERCH_040,2025-10-09 13:15:27.592968,REF_STRIPE_1840,0.42
TXN_STRIPE_20251009_1841,stripe,2.49,USD,completed,MERCH_041,2025-10-09 13:15:27.593193,REF_STRIPE_1841,0.37
TXN_STRIPE_20251009_1879,stripe,3.99,USD,completed,MERCH_029,2025-10-09 13:15:27.938209,REF_STRIPE_1879,0.42
TXN_STRIPE_20251009_1883,stripe,4.99,USD,completed,MERCH_033,2025-10-09 13:15:27.938670,REF_STRIPE_1883,0.44
TXN_STRIPE_20251009_1915,stripe,799.99,USD,completed,MERCH_015,2025-10-09 13:15:28.276450,REF_STRIPE_1915,23.50
TXN_STRIPE_20251009_1929,stripe,3.99,USD,completed,MERCH_029,2025-10-09 13:15:28.277944,REF_STRIPE_1929,0.42
TXN_STRIPE_20251009_1942,stripe,0.99,USD,completed,MERCH_042,2025-10-09 13:15:28.288530,REF_STRIPE_1942,0.33
TXN_STRIPE_20251009_1949,stripe,5.99,USD,completed,MERCH_049,2025-10-09 13:15:28.289193,REF_STRIPE_1949,0.47
TXN_STRIPE_20251009_1953,stripe,14.99,USD,completed,MERCH_003,2025-10-09 13:15:28.622897,REF_STRIPE_1953,0.73
TXN_STRIPE_20251009_1983,stripe,4.99,USD,completed,MERCH_033,2025-10-09 13:15:28.625208,REF_STRIPE_1983,0.44
TXN_STRIPE_20251009_1984,stripe,7.99,USD,completed,MERCH_034,2025-10-09 13:15:28.625270,REF_STRIPE_1984,0.53
TXN_STRIPE_20251009_1987,stripe,1.99,USD,completed,MERCH_037,2025-10-09 13:15:28.625585,REF_STRIPE_1987,0.36
TXN_STRIPE_20251009_1989,stripe,1.99,USD,completed,MERCH_039,2025-10-09 13:15:28.631192,REF_STRIPE_1989,0.36
TXN_STRIPE_20251009_1991,stripe,2.49,USD,completed,MERCH_041,2025-10-09 13:15:28.631348,REF_STRIPE_1991,0.37
TXN_STRIPE_20251009_1992,stripe,0.99,USD,completed,MERCH_042,2025-10-09 13:15:28.631484,REF_STRIPE_1992,0.33
TXN_STRIPE_20251009_1993,stripe,59.99,USD,completed,MERCH_043,2025-10-09 13:15:28.631565,REF_STRIPE_1993,2.04
TXN_STRIPE_20251009_2011,stripe,1899.99,USD,completed,MERCH_011,2025-10-09 13:15:28.930550,REF_STRIPE_2011,55.40
TXN_STRIPE_20251009_2019,stripe,9.99,USD,completed,MERCH_019,2025-10-09 13:15:28.931225,REF_STRIPE_2019,0.59
TXN_STRIPE_20251009_2024,stripe,14.99,USD,completed,MERCH_024,2025-10-09 13:15:28.931812,REF_STRIPE_2024,0.73
TXN_STRIPE_20251009_2035,stripe,2.29,USD,completed,MERCH_035,2025-10-09 13:15:28.942714,REF_STRIPE_2035,0.37
TXN_STRIPE_20251009_2040,stripe,3.99,USD,completed,MERCH_040,2025-10-09 13:15:28.943062,REF_STRIPE_2040,0.42
